W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
2,"Where does the phrase 'When the looting starts, the shooting starts' come from? https://t.co/sqQMRWF32o via @nbcnews  #TrumpDeathToll100K #FactCheck #GoJoe.",2020-05-29T17:52:33Z,1266427220731584500,"<div style='padding: 10px; margin: 10px;'><p>Where does the phrase 'When the looting starts, the shooting starts' come from? https://t.co/sqQMRWF32o via @nbcnews  #TrumpDeathToll100K #FactCheck #GoJoe.</p><p style='font-size: 10px;'>2020-05-29 17:52:33</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"America was built on a simple idea: All men — and women — are created equal. 

It’s time we ensured all people are treated equally as well.",2020-08-30T19:49:10Z,1300158640574181400,"<div style='padding: 10px; margin: 10px;'><p>America was built on a simple idea: All men — and women — are created equal. 

It’s time we ensured all people are treated equally as well.</p><p style='font-size: 10px;'>2020-08-30 19:49:10</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,BUSTED: Rudy Giuliani tricked by Sasha Baron Cohen into having ‘indiscreet encounter’ with young actress https://t.co/oxgbgQT1XI,2020-10-21T16:51:36Z,1318958122350817300,<div style='padding: 10px; margin: 10px;'><p>BUSTED: Rudy Giuliani tricked by Sasha Baron Cohen into having ‘indiscreet encounter’ with young actress https://t.co/oxgbgQT1XI</p><p style='font-size: 10px;'>2020-10-21 16:51:36</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"People mistake inconvenience for oppression, and what that does is minimize the real pain and historical trauma that actually oppressed communities deal with. That's what we call privilege.",2020-05-05T22:10:56Z,1257794938084962300,"<div style='padding: 10px; margin: 10px;'><p>People mistake inconvenience for oppression, and what that does is minimize the real pain and historical trauma that actually oppressed communities deal with. That's what we call privilege.</p><p style='font-size: 10px;'>2020-05-05 22:10:56</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @aStatesman: Funny how one bad protester labels the whole movement, but a few bad cops are never supposed to represent all cops. 🤔",2020-06-01T18:11:52Z,1267519247699361800,"<div style='padding: 10px; margin: 10px;'><p>RT @aStatesman: Funny how one bad protester labels the whole movement, but a few bad cops are never supposed to represent all cops. 🤔</p><p style='font-size: 10px;'>2020-06-01 18:11:52</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"To Be CLEAR:
White supremacy BEGAN with the Europeans, however EVERY NON-BLACK GROUP has adopted white supremacy and practiced it AGAINST BLACK PEOPLE to gain favor with the white establishment.
This is why white supremacy is global and ALL these groups bear responsibility.",2020-06-08T03:02:55Z,1269827217581723600,"<div style='padding: 10px; margin: 10px;'><p>To Be CLEAR:
White supremacy BEGAN with the Europeans, however EVERY NON-BLACK GROUP has adopted white supremacy and practiced it AGAINST BLACK PEOPLE to gain favor with the white establishment.
This is why white supremacy is global and ALL these groups bear responsibility.</p><p style='font-size: 10px;'>2020-06-08 03:02:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@AgiaTheBun Because the focus is on white people always,2020-01-30T00:14:38Z,1222674446466666500,<div style='padding: 10px; margin: 10px;'><p>@AgiaTheBun Because the focus is on white people always</p><p style='font-size: 10px;'>2020-01-30 00:14:38</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@FLOTUS Again, share your message with your power hungry, violence wielding, blasphemous husband.",2020-06-03T12:51:27Z,1268163385939689500,"<div style='padding: 10px; margin: 10px;'><p>@FLOTUS Again, share your message with your power hungry, violence wielding, blasphemous husband.</p><p style='font-size: 10px;'>2020-06-03 12:51:27</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@blue_palmetto I understand this pain. People should be more kind to each other,2020-02-12T23:28:57Z,1227736377338552300,<div style='padding: 10px; margin: 10px;'><p>@blue_palmetto I understand this pain. People should be more kind to each other</p><p style='font-size: 10px;'>2020-02-12 23:28:57</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"As a man who identifies as both Black and Muslim, I can guarantee that if I walked up into a State building armed to the teeth with a gripe, my Black Muslim ass would be shot on site, no questions asked. #MichiganProtest",2020-05-01T03:58:20Z,1256070423671902200,"<div style='padding: 10px; margin: 10px;'><p>As a man who identifies as both Black and Muslim, I can guarantee that if I walked up into a State building armed to the teeth with a gripe, my Black Muslim ass would be shot on site, no questions asked. #MichiganProtest</p><p style='font-size: 10px;'>2020-05-01 03:58:20</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,RT @TallyAnnaE: A white supremacist group infiltrated Tampa's George Floyd protest last night https://t.co/NhR9F0RITI,2020-05-31T16:53:00Z,1267137009879076900,<div style='padding: 10px; margin: 10px;'><p>RT @TallyAnnaE: A white supremacist group infiltrated Tampa's George Floyd protest last night https://t.co/NhR9F0RITI</p><p style='font-size: 10px;'>2020-05-31 16:53:00</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,@FLOTUS Why don’t you share your message of peace with your husband while he hides in a bunker and incites violence against people of color with his tweets?,2020-06-01T16:10:00Z,1267488576276742100,<div style='padding: 10px; margin: 10px;'><p>@FLOTUS Why don’t you share your message of peace with your husband while he hides in a bunker and incites violence against people of color with his tweets?</p><p style='font-size: 10px;'>2020-06-01 16:10:00</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@margaret_nb You said you have 6 eggs, present tense, so you have 6 eggs.",2020-12-29T04:42:29Z,1343779399666192400,"<div style='padding: 10px; margin: 10px;'><p>@margaret_nb You said you have 6 eggs, present tense, so you have 6 eggs.</p><p style='font-size: 10px;'>2020-12-29 04:42:29</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@patbiswanger @SarahLongwell25 @AmoneyResists Not all emails are created equal.

https://t.co/9WbVjFsMX4",2020-06-14T23:14:10Z,1272306364790997e3,"<div style='padding: 10px; margin: 10px;'><p>@patbiswanger @SarahLongwell25 @AmoneyResists Not all emails are created equal.

https://t.co/9WbVjFsMX4</p><p style='font-size: 10px;'>2020-06-14 23:14:10</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,White ‘vigilante’ couple shoots at Black men who were simply returning a U-Haul truck - https://t.co/tIq3QZhZVm,2020-09-01T16:06:46Z,1300827447420694500,<div style='padding: 10px; margin: 10px;'><p>White ‘vigilante’ couple shoots at Black men who were simply returning a U-Haul truck - https://t.co/tIq3QZhZVm</p><p style='font-size: 10px;'>2020-09-01 16:06:46</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,@AgiaTheBun People are willing to look past a racist New Deal and internment camps I guess,2020-07-08T16:09:53Z,1.2808968979940639e+18,<div style='padding: 10px; margin: 10px;'><p>@AgiaTheBun People are willing to look past a racist New Deal and internment camps I guess</p><p style='font-size: 10px;'>2020-07-08 16:09:53</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@Jim_Jordan Who told you, Gym? Lots of people.

https://t.co/6DtItgKYeI",2020-05-15T22:57:30Z,1261430534426652700,"<div style='padding: 10px; margin: 10px;'><p>@Jim_Jordan Who told you, Gym? Lots of people.

https://t.co/6DtItgKYeI</p><p style='font-size: 10px;'>2020-05-15 22:57:30</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@SER1897 Yep—the same way that white identity politics is somehow “not identity politics.”,2020-06-16T17:16:33Z,1272941144301867e3,<div style='padding: 10px; margin: 10px;'><p>@SER1897 Yep—the same way that white identity politics is somehow “not identity politics.”</p><p style='font-size: 10px;'>2020-06-16 17:16:33</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"Black people, don't get caught up in the various NAMES of these different anti-Black extremist groups.
*The Klan
*The Skinheads
*The Alt Right
*The Proud Boys
*Patriot Prayer
*Boogaloo Bois
*III %ers
etc..

They are ALL white supremacist groups..And thats all you need to know",2020-09-11T05:08:28Z,1304285659381682200,"<div style='padding: 10px; margin: 10px;'><p>Black people, don't get caught up in the various NAMES of these different anti-Black extremist groups.
*The Klan
*The Skinheads
*The Alt Right
*The Proud Boys
*Patriot Prayer
*Boogaloo Bois
*III %ers
etc..

They are ALL white supremacist groups..And thats all you need to know</p><p style='font-size: 10px;'>2020-09-11 05:08:28</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,A tree brings a natural touch to this living space. #decor #hometips  https://t.co/xl66GCjnfj https://t.co/X5jM9NFLGZ,2020-08-20T15:22:35Z,1296467672591409200,<div style='padding: 10px; margin: 10px;'><p>A tree brings a natural touch to this living space. #decor #hometips  https://t.co/xl66GCjnfj https://t.co/X5jM9NFLGZ</p><p style='font-size: 10px;'>2020-08-20 15:22:35</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,“Stand back and stand by”. Absolutely unbelievable.,2020-09-30T13:43:36Z,1311300667349364700,<div style='padding: 10px; margin: 10px;'><p>“Stand back and stand by”. Absolutely unbelievable.</p><p style='font-size: 10px;'>2020-09-30 13:43:36</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,A triangle #floorplan means plenty of space for a lush courtyard in this #uniquehome.  https://t.co/lS9aNraFYw https://t.co/oHV2D9lW2T,2020-09-25T13:28:14Z,1309484860369707e3,<div style='padding: 10px; margin: 10px;'><p>A triangle #floorplan means plenty of space for a lush courtyard in this #uniquehome.  https://t.co/lS9aNraFYw https://t.co/oHV2D9lW2T</p><p style='font-size: 10px;'>2020-09-25 13:28:14</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"In the middle of protests against racism and debates on Confederate statues, you'd think finding 5 Black men hanging from trees would be a much bigger story.

Silly me.",2020-06-17T13:05:58Z,1273240472060858400,"<div style='padding: 10px; margin: 10px;'><p>In the middle of protests against racism and debates on Confederate statues, you'd think finding 5 Black men hanging from trees would be a much bigger story.

Silly me.</p><p style='font-size: 10px;'>2020-06-17 13:05:58</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,#RuinAMovieWithOneWord 12 Perturbed Men,2020-01-07T22:22:40Z,1214673735464210400,<div style='padding: 10px; margin: 10px;'><p>#RuinAMovieWithOneWord 12 Perturbed Men</p><p style='font-size: 10px;'>2020-01-07 22:22:40</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"How can Judge Barrett, with her TWO BLACK KIDS sitting behind her, not acknowledge how unfair the voting disparity is for people of color?",2020-10-14T15:55:57Z,1316407403454308400,"<div style='padding: 10px; margin: 10px;'><p>How can Judge Barrett, with her TWO BLACK KIDS sitting behind her, not acknowledge how unfair the voting disparity is for people of color?</p><p style='font-size: 10px;'>2020-10-14 15:55:57</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,RT @AuntLulie: White Extremists Terrorize and Loot: 10 Videos of Destruction Black People Will Be Blamed For | BET https://t.co/8L5AvAqf5Y,2020-05-31T16:46:46Z,1267135440995434500,<div style='padding: 10px; margin: 10px;'><p>RT @AuntLulie: White Extremists Terrorize and Loot: 10 Videos of Destruction Black People Will Be Blamed For | BET https://t.co/8L5AvAqf5Y</p><p style='font-size: 10px;'>2020-05-31 16:46:46</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"Wyoming has 578,000 people, is 92% white and has 2 senators

Vermont has 624,000 people, is 94% white and has 2 senators 

DC has 705,000 people, is 47% black and has 0 senators",2020-06-27T22:25:11Z,1277005082450681900,"<div style='padding: 10px; margin: 10px;'><p>Wyoming has 578,000 people, is 92% white and has 2 senators

Vermont has 624,000 people, is 94% white and has 2 senators 

DC has 705,000 people, is 47% black and has 0 senators</p><p style='font-size: 10px;'>2020-06-27 22:25:11</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @johnpavlovitz: The guy who drove into a crowd in Charlottesville wasn't ""100% Antifa.""
Or the guy who murdered people in a church in Ch…",2020-08-31T17:00:58Z,1300478698131517400,"<div style='padding: 10px; margin: 10px;'><p>RT @johnpavlovitz: The guy who drove into a crowd in Charlottesville wasn't ""100% Antifa.""
Or the guy who murdered people in a church in Ch…</p><p style='font-size: 10px;'>2020-08-31 17:00:58</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"BBC News - George Floyd protests: Who are Boogaloo Bois, antifa and Proud Boys? https://t.co/oHMaMpJ5cZ",2020-06-19T20:12:12Z,1274072512415051800,"<div style='padding: 10px; margin: 10px;'><p>BBC News - George Floyd protests: Who are Boogaloo Bois, antifa and Proud Boys? https://t.co/oHMaMpJ5cZ</p><p style='font-size: 10px;'>2020-06-19 20:12:12</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"George Floyd was murdered and the police knew exactly what they were doing and they didn’t care, they even knew people were watching and filming and they didn’t care, and my god how many Brown and Black men must scream I can’t breathe, how many must die before our country cares?",2020-05-27T13:31:46Z,1265636820102119400,"<div style='padding: 10px; margin: 10px;'><p>George Floyd was murdered and the police knew exactly what they were doing and they didn’t care, they even knew people were watching and filming and they didn’t care, and my god how many Brown and Black men must scream I can’t breathe, how many must die before our country cares?</p><p style='font-size: 10px;'>2020-05-27 13:31:46</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"Oregon man shoots self in groin while showing off gun in supermarket checkout line, cops say https://t.co/uFE2fU0LRI",2020-09-22T05:33:05Z,1308278121683091500,"<div style='padding: 10px; margin: 10px;'><p>Oregon man shoots self in groin while showing off gun in supermarket checkout line, cops say https://t.co/uFE2fU0LRI</p><p style='font-size: 10px;'>2020-09-22 05:33:05</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@TeelaResists Hang in there!,2020-06-26T20:03:13Z,1276606967742492700,<div style='padding: 10px; margin: 10px;'><p>@TeelaResists Hang in there!</p><p style='font-size: 10px;'>2020-06-26 20:03:13</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,@laurenhtexas She talked a lot to me about feeling disregarded by leadership (“the quad”- 4 white people) as an immigrant woman of color so I really didn’t want to say anything.,2020-05-14T02:10:56Z,1260754439520039e3,<div style='padding: 10px; margin: 10px;'><p>@laurenhtexas She talked a lot to me about feeling disregarded by leadership (“the quad”- 4 white people) as an immigrant woman of color so I really didn’t want to say anything.</p><p style='font-size: 10px;'>2020-05-14 02:10:56</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,White people calling black people racist for demanding white people acknowledge and address racism will forever be the most hilarious thing in the world to me.,2020-06-10T16:33:18Z,1270755931962433500,<div style='padding: 10px; margin: 10px;'><p>White people calling black people racist for demanding white people acknowledge and address racism will forever be the most hilarious thing in the world to me.</p><p style='font-size: 10px;'>2020-06-10 16:33:18</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,Illinois 'White Rabbit' white supremacy group shut down by federal authorities https://t.co/FAv1T0uUMO via @abc7chicago,2020-10-01T02:20:23Z,1311491118756921300,<div style='padding: 10px; margin: 10px;'><p>Illinois 'White Rabbit' white supremacy group shut down by federal authorities https://t.co/FAv1T0uUMO via @abc7chicago</p><p style='font-size: 10px;'>2020-10-01 02:20:23</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,Open SmartNews to read '‘I hate Black people:' Woman evicted from apartment after hurling racial slurs at Fort Bragg soldier' here: https://t.co/tJm2GNsF40 or you can directly access the content using this link here: https://t.co/fQmrhzacBW #SmartNews,2020-07-01T11:37:06Z,1278291536887705600,<div style='padding: 10px; margin: 10px;'><p>Open SmartNews to read '‘I hate Black people:' Woman evicted from apartment after hurling racial slurs at Fort Bragg soldier' here: https://t.co/tJm2GNsF40 or you can directly access the content using this link here: https://t.co/fQmrhzacBW #SmartNews</p><p style='font-size: 10px;'>2020-07-01 11:37:06</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @candacefor24: Proud to be endorsed by @ewarren, who understands that our task goes beyond reaching a pre-2016 status quo - we have to s…",2020-02-18T19:10:49Z,1229845744959524900,"<div style='padding: 10px; margin: 10px;'><p>RT @candacefor24: Proud to be endorsed by @ewarren, who understands that our task goes beyond reaching a pre-2016 status quo - we have to s…</p><p style='font-size: 10px;'>2020-02-18 19:10:49</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"I'd feel guilty eating any of these. I mean, I'd eat them, but I'd feel guilty.

https://t.co/2TGuWmNXmv",2020-05-11T01:37:55Z,1259658967220961300,"<div style='padding: 10px; margin: 10px;'><p>I'd feel guilty eating any of these. I mean, I'd eat them, but I'd feel guilty.

https://t.co/2TGuWmNXmv</p><p style='font-size: 10px;'>2020-05-11 01:37:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,It is empty when politicians call for healing and peace without stating antiracist policies they want to institute. Words bring momentary healing and peace. Policy change brings lasting healing and peace by rooting out the racism suffocating so many people. We want to breathe.,2020-06-03T17:58:06Z,1268240559375777800,<div style='padding: 10px; margin: 10px;'><p>It is empty when politicians call for healing and peace without stating antiracist policies they want to institute. Words bring momentary healing and peace. Policy change brings lasting healing and peace by rooting out the racism suffocating so many people. We want to breathe.</p><p style='font-size: 10px;'>2020-06-03 17:58:06</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,RT @teresainnj: Pete's super power is that when people meet him they like him. I see no reason he can't win over POC. He made mistakes in t…,2020-02-07T18:49:54Z,1225854214447997e3,<div style='padding: 10px; margin: 10px;'><p>RT @teresainnj: Pete's super power is that when people meet him they like him. I see no reason he can't win over POC. He made mistakes in t…</p><p style='font-size: 10px;'>2020-02-07 18:49:54</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,@DocAtCDI What do you think that stems from?,2020-02-27T23:50:05Z,1233177512668225500,<div style='padding: 10px; margin: 10px;'><p>@DocAtCDI What do you think that stems from?</p><p style='font-size: 10px;'>2020-02-27 23:50:05</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,#AddAWordRuinATVShow Dear White Supremacist People,2020-02-25T23:54:22Z,1232453815430869e3,<div style='padding: 10px; margin: 10px;'><p>#AddAWordRuinATVShow Dear White Supremacist People</p><p style='font-size: 10px;'>2020-02-25 23:54:22</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @DeanObeidallah: Last night, Trump's refusal to denounce WHITE Supremacy is exactly why David Duke has said Voting against Trump is ""Tre…",2020-09-30T19:51:00Z,1311393125496127500,"<div style='padding: 10px; margin: 10px;'><p>RT @DeanObeidallah: Last night, Trump's refusal to denounce WHITE Supremacy is exactly why David Duke has said Voting against Trump is ""Tre…</p><p style='font-size: 10px;'>2020-09-30 19:51:00</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"CNN just had footage of cops spraying “dispersant” because people are protesting George Floyd’s death in Minneapolis. 

Where was that shit when throngs of armed white people marched on state capitols a few weeks ago?",2020-05-27T13:34:13Z,1265637436119548e3,"<div style='padding: 10px; margin: 10px;'><p>CNN just had footage of cops spraying “dispersant” because people are protesting George Floyd’s death in Minneapolis. 

Where was that shit when throngs of armed white people marched on state capitols a few weeks ago?</p><p style='font-size: 10px;'>2020-05-27 13:34:13</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@jeneps How was it not more??? People attended without donating the max?,2020-06-10T14:10:26Z,1270719980212895700,<div style='padding: 10px; margin: 10px;'><p>@jeneps How was it not more??? People attended without donating the max?</p><p style='font-size: 10px;'>2020-06-10 14:10:26</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"RT @DesignationSix: #ProudBoyTrump is encouraging hate groups to threaten violence if he does not win the election.

https://t.co/hCKOe9qbE4",2020-10-01T21:42:14Z,1311783509145669600,"<div style='padding: 10px; margin: 10px;'><p>RT @DesignationSix: #ProudBoyTrump is encouraging hate groups to threaten violence if he does not win the election.

https://t.co/hCKOe9qbE4</p><p style='font-size: 10px;'>2020-10-01 21:42:14</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,RT @Sifill_LDF: 23 years old. https://t.co/4RJVvJbmLO,2020-01-07T04:02:28Z,1214396858480681e3,<div style='padding: 10px; margin: 10px;'><p>RT @Sifill_LDF: 23 years old. https://t.co/4RJVvJbmLO</p><p style='font-size: 10px;'>2020-01-07 04:02:28</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"Black People...

While you are marching with your allies....

Make sure you articulate that we need TANGIBLES specifically for Black people

Not

”minority” or “people of color” policies.",2020-06-08T05:11:23Z,1269859545779585e3,"<div style='padding: 10px; margin: 10px;'><p>Black People...

While you are marching with your allies....

Make sure you articulate that we need TANGIBLES specifically for Black people

Not

”minority” or “people of color” policies.</p><p style='font-size: 10px;'>2020-06-08 05:11:23</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@AgiaTheBun Why are people so obsessed with gender?,2020-03-26T01:37:55Z,1242989125244006400,<div style='padding: 10px; margin: 10px;'><p>@AgiaTheBun Why are people so obsessed with gender?</p><p style='font-size: 10px;'>2020-03-26 01:37:55</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,I am so proud to be part of this group. #StarTrekUnited https://t.co/lUJWJFdIyK,2020-06-17T15:20:22Z,1273274291912499200,<div style='padding: 10px; margin: 10px;'><p>I am so proud to be part of this group. #StarTrekUnited https://t.co/lUJWJFdIyK</p><p style='font-size: 10px;'>2020-06-17 15:20:22</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"I am concerned that many whites do think these visuals are the main fight. FIGHT and VOTE for education, justice, and healthcare. https://t.co/c7eGobQimJ",2020-06-18T14:51:51Z,1273629505249333200,"<div style='padding: 10px; margin: 10px;'><p>I am concerned that many whites do think these visuals are the main fight. FIGHT and VOTE for education, justice, and healthcare. https://t.co/c7eGobQimJ</p><p style='font-size: 10px;'>2020-06-18 14:51:51</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@WTxNamaste @johnpavlovitz I hope some people mistake them for a bicycle rack.,2020-12-15T01:57:35Z,1338664468532916200,<div style='padding: 10px; margin: 10px;'><p>@WTxNamaste @johnpavlovitz I hope some people mistake them for a bicycle rack.</p><p style='font-size: 10px;'>2020-12-15 01:57:35</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,RT @forwardarc: Why does @realDonaldTrump NEVER tweet against Nazis &amp; white supremacists when FBI has named them the principal Domestic Ter…,2020-06-13T04:41:44Z,1271664025844297700,<div style='padding: 10px; margin: 10px;'><p>RT @forwardarc: Why does @realDonaldTrump NEVER tweet against Nazis &amp; white supremacists when FBI has named them the principal Domestic Ter…</p><p style='font-size: 10px;'>2020-06-13 04:41:44</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,Lindsey's more right than he knows.  Trump used scared ol' white folk's hatred of a black president to worm his way into power. https://t.co/SYbIjwQBqF,2020-08-18T17:12:34Z,1295770575273508900,<div style='padding: 10px; margin: 10px;'><p>Lindsey's more right than he knows.  Trump used scared ol' white folk's hatred of a black president to worm his way into power. https://t.co/SYbIjwQBqF</p><p style='font-size: 10px;'>2020-08-18 17:12:34</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,Add Antisemitic behavior in addition to problems with people that or black or brown to the gun couple. https://t.co/bRMol6aNdJ,2020-08-18T16:59:32Z,1295767298058457e3,<div style='padding: 10px; margin: 10px;'><p>Add Antisemitic behavior in addition to problems with people that or black or brown to the gun couple. https://t.co/bRMol6aNdJ</p><p style='font-size: 10px;'>2020-08-18 16:59:32</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@DavidCornDC @danainamerica More likely a Trumper was on a plane with people talking trash about the President. The majority hates him, after all.",2020-09-02T14:48:25Z,1301170118098002e3,"<div style='padding: 10px; margin: 10px;'><p>@DavidCornDC @danainamerica More likely a Trumper was on a plane with people talking trash about the President. The majority hates him, after all.</p><p style='font-size: 10px;'>2020-09-02 14:48:25</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"The gall of white democrats lecturing minorities who don’t want a man who actively, firsthand, participated in their oppression. Dems haven’t won the white vote in 50 years. White Dems depend on minorities to help them do what white people won’t. We will NOT be lectured!",2020-02-18T04:58:55Z,1229631355228606500,"<div style='padding: 10px; margin: 10px;'><p>The gall of white democrats lecturing minorities who don’t want a man who actively, firsthand, participated in their oppression. Dems haven’t won the white vote in 50 years. White Dems depend on minorities to help them do what white people won’t. We will NOT be lectured!</p><p style='font-size: 10px;'>2020-02-18 04:58:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,@FRCdc @LindseyGrahamSC Now do liberal Muslims.,2020-09-24T23:25:51Z,1309272867150925800,<div style='padding: 10px; margin: 10px;'><p>@FRCdc @LindseyGrahamSC Now do liberal Muslims.</p><p style='font-size: 10px;'>2020-09-24 23:25:51</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,@ddale8 Let me guess. He'll have it docked in Nebraska?,2020-04-02T03:35:07Z,1245555334363656200,<div style='padding: 10px; margin: 10px;'><p>@ddale8 Let me guess. He'll have it docked in Nebraska?</p><p style='font-size: 10px;'>2020-04-02 03:35:07</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,President celebrates Juneteenth by threatening violence against protesters https://t.co/WFdSO0lmty,2020-06-19T19:03:53Z,1274055319358849e3,<div style='padding: 10px; margin: 10px;'><p>President celebrates Juneteenth by threatening violence against protesters https://t.co/WFdSO0lmty</p><p style='font-size: 10px;'>2020-06-19 19:03:53</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"@jennylens @jheil Something is afoot (other than a foot). @Jheil's kitchen is stark white, and @SteveSchmidtSES's kitchen is all black. I have questions.

https://t.co/wcuWLnUHU0",2020-05-22T21:11:31Z,1263940580310225e3,"<div style='padding: 10px; margin: 10px;'><p>@jennylens @jheil Something is afoot (other than a foot). @Jheil's kitchen is stark white, and @SteveSchmidtSES's kitchen is all black. I have questions.

https://t.co/wcuWLnUHU0</p><p style='font-size: 10px;'>2020-05-22 21:11:31</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,"You REFUSED to denounce white supremacy. 

You REFUSED to warn Americans about the dangers of COVID.

You REFUSED to release your tax returns because you REFUSED to pay taxes.

You are an agent of Russia. You are an agent of chaos. You are a white supremacist. https://t.co/Q1hi07CeoP",2020-09-30T16:04:46Z,1311336193297019e3,"<div style='padding: 10px; margin: 10px;'><p>You REFUSED to denounce white supremacy. 

You REFUSED to warn Americans about the dangers of COVID.

You REFUSED to release your tax returns because you REFUSED to pay taxes.

You are an agent of Russia. You are an agent of chaos. You are a white supremacist. https://t.co/Q1hi07CeoP</p><p style='font-size: 10px;'>2020-09-30 16:04:46</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
2,#FoodGoneBadd White Privilege Bread,2020-12-08T23:15:27Z,1336449340324405200,<div style='padding: 10px; margin: 10px;'><p>#FoodGoneBadd White Privilege Bread</p><p style='font-size: 10px;'>2020-12-08 23:15:27</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
2,"Just so we're clear, white people, firing Aunt Jemima &amp; giving us Juneteenth off are not the frontlines of defeating white supremacy &amp; dismantling structural &amp; instutional racism. Better schools, a just criminal justice system, access to healthcare was more what we were thinking.",2020-06-18T13:18:55Z,1273606117495648300,"<div style='padding: 10px; margin: 10px;'><p>Just so we're clear, white people, firing Aunt Jemima &amp; giving us Juneteenth off are not the frontlines of defeating white supremacy &amp; dismantling structural &amp; instutional racism. Better schools, a just criminal justice system, access to healthcare was more what we were thinking.</p><p style='font-size: 10px;'>2020-06-18 13:18:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
